ManufacturerName,CountryName,Date,TotalVaccinations
Novavax,Japan,2022-07-11,50860
Oxford/AstraZeneca,Japan,2022-07-11,117627
Pfizer/BioNTech,Japan,2022-07-11,222596019
Moderna,Japan,2022-07-12,65917290
Novavax,Japan,2022-07-12,51934
Oxford/AstraZeneca,Japan,2022-07-12,117634
Pfizer/BioNTech,Japan,2022-07-12,222922870
Moderna,Japan,2022-07-13,66048438
Novavax,Japan,2022-07-13,53070
Pfizer/BioNTech,Japan,2022-07-13,223222277
Moderna,Japan,2022-07-14,66194299
Novavax,Japan,2022-07-14,54379
Oxford/AstraZeneca,Japan,2022-07-14,117635
Pfizer/BioNTech,Japan,2022-07-14,223511484
Moderna,Japan,2022-07-15,66384469
Novavax,Japan,2022-07-15,57671
Oxford/AstraZeneca,Japan,2022-07-15,117642
Pfizer/BioNTech,Japan,2022-07-15,223982022
Moderna,Japan,2022-07-16,66626508
Novavax,Japan,2022-07-16,63102
Oxford/AstraZeneca,Japan,2022-07-16,117643
Pfizer/BioNTech,Japan,2022-07-16,224415856
Moderna,Japan,2022-07-17,66789558
Novavax,Japan,2022-07-17,65531
Pfizer/BioNTech,Japan,2022-07-17,224561393
Moderna,Japan,2022-07-18,66841930
Novavax,Japan,2022-07-18,66130
Pfizer/BioNTech,Japan,2022-07-18,224611436
Moderna,Japan,2022-07-19,67017938
Novavax,Japan,2022-07-19,67416
Oxford/AstraZeneca,Japan,2022-07-19,117646
Pfizer/BioNTech,Japan,2022-07-19,225014059
Moderna,Japan,2022-07-20,67223028
Novavax,Japan,2022-07-20,68295
Pfizer/BioNTech,Japan,2022-07-20,225401746
Moderna,Japan,2022-07-21,67432132
Novavax,Japan,2022-07-21,69207
Pfizer/BioNTech,Japan,2022-07-21,225761024
Moderna,Japan,2022-07-22,67689164
Novavax,Japan,2022-07-22,72292
Oxford/AstraZeneca,Japan,2022-07-22,117649
Pfizer/BioNTech,Japan,2022-07-22,226317385
Moderna,Japan,2022-07-23,68007085
Novavax,Japan,2022-07-23,77048
Oxford/AstraZeneca,Japan,2022-07-23,117655
Pfizer/BioNTech,Japan,2022-07-23,226825264
Moderna,Japan,2022-07-24,68239522
Novavax,Japan,2022-07-24,79565
Oxford/AstraZeneca,Japan,2022-07-24,117656
Pfizer/BioNTech,Japan,2022-07-24,227030369
Moderna,Japan,2022-07-25,68426866
Novavax,Japan,2022-07-25,81120
Pfizer/BioNTech,Japan,2022-07-25,227464580
Moderna,Japan,2022-07-26,68637873
Novavax,Japan,2022-07-26,82656
Oxford/AstraZeneca,Japan,2022-07-26,117660
Pfizer/BioNTech,Japan,2022-07-26,227935778
Moderna,Japan,2022-07-27,68860884
Novavax,Japan,2022-07-27,84938
Oxford/AstraZeneca,Japan,2022-07-27,117666
Pfizer/BioNTech,Japan,2022-07-27,228362764
Moderna,Japan,2022-07-28,69102310
Novavax,Japan,2022-07-28,86610
Oxford/AstraZeneca,Japan,2022-07-28,117668
Pfizer/BioNTech,Japan,2022-07-28,228768364
Moderna,Japan,2022-07-29,69382867
Novavax,Japan,2022-07-29,91608
Oxford/AstraZeneca,Japan,2022-07-29,117672
Pfizer/BioNTech,Japan,2022-07-29,229370691
Moderna,Japan,2022-07-30,69728590
Novavax,Japan,2022-07-30,96267
Pfizer/BioNTech,Japan,2022-07-30,229922593
Moderna,Japan,2022-07-31,69966161
Novavax,Japan,2022-07-31,99168
Pfizer/BioNTech,Japan,2022-07-31,230132135
Moderna,Japan,2022-08-01,70135286
Novavax,Japan,2022-08-01,101409
Pfizer/BioNTech,Japan,2022-08-01,230543638
Moderna,Japan,2022-08-02,70332908
Novavax,Japan,2022-08-02,103388
Oxford/AstraZeneca,Japan,2022-08-02,117673
Pfizer/BioNTech,Japan,2022-08-02,231002387
Moderna,Japan,2022-08-03,70552300
Novavax,Japan,2022-08-03,105207
Oxford/AstraZeneca,Japan,2022-08-03,117674
Pfizer/BioNTech,Japan,2022-08-03,231424789
Moderna,Japan,2022-08-04,70789007
Novavax,Japan,2022-08-04,107238
Pfizer/BioNTech,Japan,2022-08-04,231814708
Moderna,Japan,2022-08-05,71080720
Novavax,Japan,2022-08-05,112463
Pfizer/BioNTech,Japan,2022-08-05,232426782
Moderna,Japan,2022-08-06,71405885
Novavax,Japan,2022-08-06,119818
Oxford/AstraZeneca,Japan,2022-08-06,117678
Pfizer/BioNTech,Japan,2022-08-06,232999756
Moderna,Japan,2022-08-07,71624926
Novavax,Japan,2022-08-07,123545
Oxford/AstraZeneca,Japan,2022-08-07,117679
Pfizer/BioNTech,Japan,2022-08-07,233201182
Moderna,Japan,2022-08-08,71821660
Novavax,Japan,2022-08-08,125605
Oxford/AstraZeneca,Japan,2022-08-08,117698
Pfizer/BioNTech,Japan,2022-08-08,233635881
Moderna,Japan,2022-08-09,72035660
Novavax,Japan,2022-08-09,127893
Oxford/AstraZeneca,Japan,2022-08-09,117701
Pfizer/BioNTech,Japan,2022-08-09,234106077
Moderna,Japan,2022-08-10,72287155
Novavax,Japan,2022-08-10,130442
Pfizer/BioNTech,Japan,2022-08-10,234554459
Moderna,Japan,2022-08-11,72396966
Novavax,Japan,2022-08-11,131252
Pfizer/BioNTech,Japan,2022-08-11,234651769
Moderna,Japan,2022-08-12,72612421
Novavax,Japan,2022-08-12,135391
Pfizer/BioNTech,Japan,2022-08-12,235017276
Moderna,Japan,2022-08-13,72733006
Novavax,Japan,2022-08-13,138421
Oxford/AstraZeneca,Japan,2022-08-13,117703
Pfizer/BioNTech,Japan,2022-08-13,235211488
Moderna,Japan,2022-08-14,72792049
Novavax,Japan,2022-08-14,140387
Oxford/AstraZeneca,Japan,2022-08-14,117704
Pfizer/BioNTech,Japan,2022-08-14,235294735
Moderna,Japan,2022-08-15,72863502
Novavax,Japan,2022-08-15,141507
Oxford/AstraZeneca,Japan,2022-08-15,117705
Pfizer/BioNTech,Japan,2022-08-15,235431224
Moderna,Japan,2022-08-16,72997516
Novavax,Japan,2022-08-16,142783
Pfizer/BioNTech,Japan,2022-08-16,235697026
Moderna,Japan,2022-08-17,73193955
Novavax,Japan,2022-08-17,144496
Pfizer/BioNTech,Japan,2022-08-17,236023204
Moderna,Japan,2022-08-18,73408581
Novavax,Japan,2022-08-18,145836
Pfizer/BioNTech,Japan,2022-08-18,236367632
Moderna,Japan,2022-08-19,73699239
Novavax,Japan,2022-08-19,149462
Oxford/AstraZeneca,Japan,2022-08-19,117708
Pfizer/BioNTech,Japan,2022-08-19,236910275
Moderna,Japan,2022-08-20,74016992
Novavax,Japan,2022-08-20,153525
Oxford/AstraZeneca,Japan,2022-08-20,117711
Pfizer/BioNTech,Japan,2022-08-20,237402495
Moderna,Japan,2022-08-21,74226797
Novavax,Japan,2022-08-21,155877
Pfizer/BioNTech,Japan,2022-08-21,237575816
Moderna,Japan,2022-08-22,74404901
Novavax,Japan,2022-08-22,157485
Pfizer/BioNTech,Japan,2022-08-22,237948307
Moderna,Japan,2022-08-23,74599549
Novavax,Japan,2022-08-23,159023
Oxford/AstraZeneca,Japan,2022-08-23,117790
Pfizer/BioNTech,Japan,2022-08-23,238353712
Moderna,Japan,2022-08-24,74802778
Novavax,Japan,2022-08-24,160338
Oxford/AstraZeneca,Japan,2022-08-24,117792
Pfizer/BioNTech,Japan,2022-08-24,238713166
Moderna,Japan,2022-08-25,75011108
Novavax,Japan,2022-08-25,162379
Oxford/AstraZeneca,Japan,2022-08-25,117801
Pfizer/BioNTech,Japan,2022-08-25,239039975
Moderna,Japan,2022-08-26,75297511
Novavax,Japan,2022-08-26,166057
Pfizer/BioNTech,Japan,2022-08-26,239559818
Moderna,Japan,2022-08-27,75579860
Novavax,Japan,2022-08-27,170760
Pfizer/BioNTech,Japan,2022-08-27,240022224
Moderna,Japan,2022-08-28,75755578
Novavax,Japan,2022-08-28,173101
Pfizer/BioNTech,Japan,2022-08-28,240172877
Moderna,Japan,2022-08-29,75914582
Novavax,Japan,2022-08-29,174132
Pfizer/BioNTech,Japan,2022-08-29,240497632
Moderna,Japan,2022-08-30,76097556
Novavax,Japan,2022-08-30,175464
Oxford/AstraZeneca,Japan,2022-08-30,117802
Pfizer/BioNTech,Japan,2022-08-30,240843789
Moderna,Japan,2022-08-31,76269732
Novavax,Japan,2022-08-31,176614
Pfizer/BioNTech,Japan,2022-08-31,241136606
Moderna,Japan,2022-09-01,76409284
Novavax,Japan,2022-09-01,177628
Pfizer/BioNTech,Japan,2022-09-01,241346758
Moderna,Japan,2022-09-02,76622029
Novavax,Japan,2022-09-02,179860
Pfizer/BioNTech,Japan,2022-09-02,241698609
Moderna,Japan,2022-09-03,76814305
Novavax,Japan,2022-09-03,184371
Oxford/AstraZeneca,Japan,2022-09-03,117807
Pfizer/BioNTech,Japan,2022-09-03,242008012
Moderna,Japan,2022-09-04,76910133
Novavax,Japan,2022-09-04,185878
Pfizer/BioNTech,Japan,2022-09-04,242081631
Moderna,Japan,2022-09-05,77028145
Novavax,Japan,2022-09-05,186757
Oxford/AstraZeneca,Japan,2022-09-05,117808
Pfizer/BioNTech,Japan,2022-09-05,242286918
Moderna,Japan,2022-09-06,77148991
Novavax,Japan,2022-09-06,187996
Oxford/AstraZeneca,Japan,2022-09-06,117812
Pfizer/BioNTech,Japan,2022-09-06,242505074
Moderna,Japan,2022-09-07,77273828
Novavax,Japan,2022-09-07,189172
Oxford/AstraZeneca,Japan,2022-09-07,117816
Pfizer/BioNTech,Japan,2022-09-07,242703959
Moderna,Japan,2022-09-08,77389941
Novavax,Japan,2022-09-08,190406
Oxford/AstraZeneca,Japan,2022-09-08,117817
Pfizer/BioNTech,Japan,2022-09-08,242874544
Moderna,Japan,2022-09-09,77572321
Novavax,Japan,2022-09-09,193134
Pfizer/BioNTech,Japan,2022-09-09,243171852
Moderna,Japan,2022-09-10,77735932
Novavax,Japan,2022-09-10,195372
Oxford/AstraZeneca,Japan,2022-09-10,117825
Pfizer/BioNTech,Japan,2022-09-10,243441348
Moderna,Japan,2022-09-11,77798011
Novavax,Japan,2022-09-11,196218
Pfizer/BioNTech,Japan,2022-09-11,243504005
Moderna,Japan,2022-09-12,77893197
Novavax,Japan,2022-09-12,197067
Oxford/AstraZeneca,Japan,2022-09-12,117834
Pfizer/BioNTech,Japan,2022-09-12,243672118
Moderna,Japan,2022-09-13,77997398
Novavax,Japan,2022-09-13,197835
Oxford/AstraZeneca,Japan,2022-09-13,117838
Pfizer/BioNTech,Japan,2022-09-13,243848608
Moderna,Japan,2022-09-14,78092855
Novavax,Japan,2022-09-14,198684
Pfizer/BioNTech,Japan,2022-09-14,244003645
Moderna,Japan,2022-09-15,78181249
Novavax,Japan,2022-09-15,199373
Pfizer/BioNTech,Japan,2022-09-15,244136864
Moderna,Japan,2022-09-16,78325397
Novavax,Japan,2022-09-16,201113
Oxford/AstraZeneca,Japan,2022-09-16,117847
Pfizer/BioNTech,Japan,2022-09-16,244375875
Moderna,Japan,2022-09-17,78438864
Novavax,Japan,2022-09-17,203761
Oxford/AstraZeneca,Japan,2022-09-17,117852
Pfizer/BioNTech,Japan,2022-09-17,244596868
Moderna,Japan,2022-09-18,78476197
Novavax,Japan,2022-09-18,204449
Pfizer/BioNTech,Japan,2022-09-18,244634722
Moderna,Japan,2022-09-19,78483348
Novavax,Japan,2022-09-19,204690
Oxford/AstraZeneca,Japan,2022-09-19,117854
Pfizer/BioNTech,Japan,2022-09-19,244644863
Moderna,Japan,2022-09-20,78554959
Novavax,Japan,2022-09-20,205412
Oxford/AstraZeneca,Japan,2022-09-20,117857
Pfizer/BioNTech,Japan,2022-09-20,244773988
Moderna,Japan,2022-09-21,78627937
Novavax,Japan,2022-09-21,206105
Oxford/AstraZeneca,Japan,2022-09-21,117858
Pfizer/BioNTech,Japan,2022-09-21,244896302
Moderna,Japan,2022-09-22,78705097
Novavax,Japan,2022-09-22,207154
Oxford/AstraZeneca,Japan,2022-09-22,117859
Pfizer/BioNTech,Japan,2022-09-22,245023521
Moderna,Japan,2022-09-23,78734608
Novavax,Japan,2022-09-23,208017
Pfizer/BioNTech,Japan,2022-09-23,245061046
Moderna,Japan,2022-09-24,78815059
Novavax,Japan,2022-09-24,210732
Oxford/AstraZeneca,Japan,2022-09-24,117863
Pfizer/BioNTech,Japan,2022-09-24,245230273
Moderna,Japan,2022-09-25,78852430
Novavax,Japan,2022-09-25,211858
Pfizer/BioNTech,Japan,2022-09-25,245280632
Moderna,Japan,2022-09-26,78907967
Novavax,Japan,2022-09-26,212628
Oxford/AstraZeneca,Japan,2022-09-26,117865
Pfizer/BioNTech,Japan,2022-09-26,245398031
Moderna,Japan,2022-09-27,78963658
Novavax,Japan,2022-09-27,213519
Oxford/AstraZeneca,Japan,2022-09-27,117872
Pfizer/BioNTech,Japan,2022-09-27,245527701
Moderna,Japan,2022-09-28,79016948
Novavax,Japan,2022-09-28,214360
Pfizer/BioNTech,Japan,2022-09-28,245656354
Moderna,Japan,2022-09-29,79064624
Novavax,Japan,2022-09-29,215150
Oxford/AstraZeneca,Japan,2022-09-29,117878
Pfizer/BioNTech,Japan,2022-09-29,245777148
Moderna,Japan,2022-09-30,79141800
Novavax,Japan,2022-09-30,217150
Oxford/AstraZeneca,Japan,2022-09-30,117892
Pfizer/BioNTech,Japan,2022-09-30,245996533
Moderna,Japan,2022-10-01,79168471
Novavax,Japan,2022-10-01,217959
Pfizer/BioNTech,Japan,2022-10-01,246169605
Moderna,Japan,2022-10-02,79177905
Novavax,Japan,2022-10-02,218276
Pfizer/BioNTech,Japan,2022-10-02,246225906
Moderna,Japan,2022-10-03,79189486
Novavax,Japan,2022-10-03,218695
Pfizer/BioNTech,Japan,2022-10-03,246332234
Moderna,Japan,2022-10-04,79202134
Novavax,Japan,2022-10-04,219246
Pfizer/BioNTech,Japan,2022-10-04,246449422
Moderna,Japan,2022-10-05,79214645
Novavax,Japan,2022-10-05,219638
Pfizer/BioNTech,Japan,2022-10-05,246560455
Moderna,Japan,2022-10-06,79229263
Novavax,Japan,2022-10-06,220143
Pfizer/BioNTech,Japan,2022-10-06,246666406
Moderna,Japan,2022-10-07,79258475
Novavax,Japan,2022-10-07,220962
Pfizer/BioNTech,Japan,2022-10-07,246892711
Moderna,Japan,2022-10-08,79299175
Novavax,Japan,2022-10-08,222267
Pfizer/BioNTech,Japan,2022-10-08,247163425
Moderna,Japan,2022-10-09,79316244
Novavax,Japan,2022-10-09,222801
Pfizer/BioNTech,Japan,2022-10-09,247262919
Moderna,Japan,2022-10-10,79322576
Novavax,Japan,2022-10-10,222990
Pfizer/BioNTech,Japan,2022-10-10,247288526
Moderna,Japan,2022-10-11,79335325
Novavax,Japan,2022-10-11,223424
Pfizer/BioNTech,Japan,2022-10-11,247452207
Moderna,Japan,2022-10-12,79350322
Novavax,Japan,2022-10-12,224039
Pfizer/BioNTech,Japan,2022-10-12,247610598
Moderna,Japan,2022-10-13,79368018
Novavax,Japan,2022-10-13,224379
Pfizer/BioNTech,Japan,2022-10-13,247759102
Moderna,Japan,2022-10-14,79404410
Novavax,Japan,2022-10-14,225261
Pfizer/BioNTech,Japan,2022-10-14,248061158
Moderna,Japan,2022-10-15,79464041
Novavax,Japan,2022-10-15,226617
Pfizer/BioNTech,Japan,2022-10-15,248408567
Moderna,Japan,2022-10-16,79490741
Novavax,Japan,2022-10-16,227157
Pfizer/BioNTech,Japan,2022-10-16,248540873
Moderna,Japan,2022-10-17,79507992
Novavax,Japan,2022-10-17,227658
Pfizer/BioNTech,Japan,2022-10-17,248734308
Moderna,Japan,2022-10-18,79525202
Novavax,Japan,2022-10-18,228091
Pfizer/BioNTech,Japan,2022-10-18,248939187
Moderna,Japan,2022-10-19,79544485
Novavax,Japan,2022-10-19,228686
Pfizer/BioNTech,Japan,2022-10-19,249134990
Moderna,Japan,2022-10-20,79565209
Novavax,Japan,2022-10-20,229056
Pfizer/BioNTech,Japan,2022-10-20,249321649
Moderna,Japan,2022-10-21,79607002
Novavax,Japan,2022-10-21,229872
Pfizer/BioNTech,Japan,2022-10-21,249691362
Moderna,Japan,2022-10-22,79677606
Novavax,Japan,2022-10-22,230965
Pfizer/BioNTech,Japan,2022-10-22,250141708
Moderna,Japan,2022-10-23,79716229
Novavax,Japan,2022-10-23,231609
Pfizer/BioNTech,Japan,2022-10-23,250307951
Moderna,Japan,2022-10-24,79733229
Novavax,Japan,2022-10-24,232143
Pfizer/BioNTech,Japan,2022-10-24,250523271
Moderna,Japan,2022-10-25,79750572
Novavax,Japan,2022-10-25,232836
Pfizer/BioNTech,Japan,2022-10-25,250757874
Moderna,Japan,2022-10-26,79771409
Novavax,Japan,2022-10-26,233393
Pfizer/BioNTech,Japan,2022-10-26,250989674
Moderna,Japan,2022-10-27,79798320
Novavax,Japan,2022-10-27,233990
Pfizer/BioNTech,Japan,2022-10-27,251217919
Moderna,Japan,2022-10-28,79851632
Novavax,Japan,2022-10-28,234956
Pfizer/BioNTech,Japan,2022-10-28,251652455
Moderna,Japan,2022-10-29,79928827
Novavax,Japan,2022-10-29,236217
Pfizer/BioNTech,Japan,2022-10-29,252173320
Moderna,Japan,2022-10-30,79969759
Novavax,Japan,2022-10-30,237137
Pfizer/BioNTech,Japan,2022-10-30,252392201
Moderna,Japan,2022-10-31,79997562
Novavax,Japan,2022-10-31,237447
Pfizer/BioNTech,Japan,2022-10-31,252651024
Moderna,Japan,2022-11-01,80026157
Novavax,Japan,2022-11-01,237987
Pfizer/BioNTech,Japan,2022-11-01,252974965
Moderna,Japan,2022-11-02,80073303
Novavax,Japan,2022-11-02,238515
Pfizer/BioNTech,Japan,2022-11-02,253353757
Moderna,Japan,2022-11-03,80105217
Novavax,Japan,2022-11-03,238605
Pfizer/BioNTech,Japan,2022-11-03,253519901
Moderna,Japan,2022-11-04,80167460
Novavax,Japan,2022-11-04,239298
Pfizer/BioNTech,Japan,2022-11-04,254068311
Moderna,Japan,2022-11-05,80243118
Novavax,Japan,2022-11-05,240203
Pfizer/BioNTech,Japan,2022-11-05,254713168
Moderna,Japan,2022-11-06,80285239
Novavax,Japan,2022-11-06,240813
Pfizer/BioNTech,Japan,2022-11-06,255025652
Moderna,Japan,2022-11-07,80317998
Novavax,Japan,2022-11-07,241254
Pfizer/BioNTech,Japan,2022-11-07,255434669
Moderna,Japan,2022-11-08,80352245
Novavax,Japan,2022-11-08,241709
Pfizer/BioNTech,Japan,2022-11-08,255895655
Moderna,Japan,2022-11-09,80392673
Novavax,Japan,2022-11-09,242247
Pfizer/BioNTech,Japan,2022-11-09,256355476
Moderna,Japan,2022-11-10,80442418
Novavax,Japan,2022-11-10,242595
Pfizer/BioNTech,Japan,2022-11-10,256814167
Moderna,Japan,2022-11-11,80525235
Novavax,Japan,2022-11-11,243463
Pfizer/BioNTech,Japan,2022-11-11,257524709
Moderna,Japan,2022-11-12,80612252
Novavax,Japan,2022-11-12,244423
Pfizer/BioNTech,Japan,2022-11-12,258337293
Moderna,Japan,2022-11-13,80665297
Novavax,Japan,2022-11-13,245206
Pfizer/BioNTech,Japan,2022-11-13,258768709
Moderna,Japan,2022-11-14,80705269
Novavax,Japan,2022-11-14,245642
Pfizer/BioNTech,Japan,2022-11-14,259290144
Moderna,Japan,2022-11-15,80744428
Novavax,Japan,2022-11-15,246190
Pfizer/BioNTech,Japan,2022-11-15,259876670
Moderna,Japan,2022-11-16,80787798
Novavax,Japan,2022-11-16,246646
Pfizer/BioNTech,Japan,2022-11-16,260465137
Moderna,Japan,2022-11-17,80840752
Novavax,Japan,2022-11-17,246989
Pfizer/BioNTech,Japan,2022-11-17,261031569
Moderna,Japan,2022-11-18,80932319
Novavax,Japan,2022-11-18,248008
Pfizer/BioNTech,Japan,2022-11-18,261864619
Moderna,Japan,2022-11-19,81019734
Novavax,Japan,2022-11-19,249280
Pfizer/BioNTech,Japan,2022-11-19,262760212
Moderna,Japan,2022-11-20,81068195
Novavax,Japan,2022-11-20,250195
Pfizer/BioNTech,Japan,2022-11-20,263260486
Moderna,Japan,2022-11-21,81110484
Novavax,Japan,2022-11-21,250675
Pfizer/BioNTech,Japan,2022-11-21,263862381
Moderna,Japan,2022-11-22,81165263
Novavax,Japan,2022-11-22,251593
Pfizer/BioNTech,Japan,2022-11-22,264624908
Moderna,Japan,2022-11-23,81192460
Novavax,Japan,2022-11-23,252157
Pfizer/BioNTech,Japan,2022-11-23,264934395
Moderna,Japan,2022-11-24,81246990
Novavax,Japan,2022-11-24,252538
Pfizer/BioNTech,Japan,2022-11-24,265574698
Moderna,Japan,2022-11-25,81331544
Novavax,Japan,2022-11-25,253726
Pfizer/BioNTech,Japan,2022-11-25,266497502
Moderna,Japan,2022-11-26,81415288
Novavax,Japan,2022-11-26,255169
Pfizer/BioNTech,Japan,2022-11-26,267461131
Moderna,Japan,2022-11-27,81456134
Novavax,Japan,2022-11-27,256246
Pfizer/BioNTech,Japan,2022-11-27,268001076
Moderna,Japan,2022-11-28,81498303
Novavax,Japan,2022-11-28,256986
Pfizer/BioNTech,Japan,2022-11-28,268653116
Moderna,Japan,2022-11-29,81541502
Novavax,Japan,2022-11-29,257660
Pfizer/BioNTech,Japan,2022-11-29,269382752
Moderna,Japan,2022-11-30,81585621
Novavax,Japan,2022-11-30,258415
Pfizer/BioNTech,Japan,2022-11-30,270082284
Moderna,Japan,2022-12-01,81635627
Novavax,Japan,2022-12-01,258924
Pfizer/BioNTech,Japan,2022-12-01,270740985
Moderna,Japan,2022-12-02,81719293
Novavax,Japan,2022-12-02,260293
Pfizer/BioNTech,Japan,2022-12-02,271685343
Moderna,Japan,2022-12-03,81789247
Novavax,Japan,2022-12-03,261612
Pfizer/BioNTech,Japan,2022-12-03,272655065
Moderna,Japan,2022-12-04,81825837
Novavax,Japan,2022-12-04,262664
Pfizer/BioNTech,Japan,2022-12-04,273160980
Moderna,Japan,2022-12-05,81865053
Novavax,Japan,2022-12-05,263215
Pfizer/BioNTech,Japan,2022-12-05,273832309
Moderna,Japan,2022-12-06,81904740
Novavax,Japan,2022-12-06,263963
Pfizer/BioNTech,Japan,2022-12-06,274589258
Moderna,Japan,2022-12-07,81945497
Novavax,Japan,2022-12-07,264535
Pfizer/BioNTech,Japan,2022-12-07,275321691
Moderna,Japan,2022-12-08,81994961
Novavax,Japan,2022-12-08,264903
Pfizer/BioNTech,Japan,2022-12-08,276016021
Moderna,Japan,2022-12-09,82076725
Novavax,Japan,2022-12-09,265780
Pfizer/BioNTech,Japan,2022-12-09,277034217
Moderna,Japan,2022-12-10,82149768
Novavax,Japan,2022-12-10,266981
Pfizer/BioNTech,Japan,2022-12-10,278030007
Moderna,Japan,2022-12-11,82190422
Novavax,Japan,2022-12-11,267706
Pfizer/BioNTech,Japan,2022-12-11,278534222
Moderna,Japan,2022-12-12,82230468
Novavax,Japan,2022-12-12,268043
Pfizer/BioNTech,Japan,2022-12-12,279216481
Moderna,Japan,2022-12-13,82272192
Novavax,Japan,2022-12-13,268725
Pfizer/BioNTech,Japan,2022-12-13,279971756
Moderna,Japan,2022-12-14,82315504
Novavax,Japan,2022-12-14,269120
Pfizer/BioNTech,Japan,2022-12-14,280690619
Moderna,Japan,2022-12-15,82369657
Novavax,Japan,2022-12-15,269483
Pfizer/BioNTech,Japan,2022-12-15,281361074
Moderna,Japan,2022-12-16,82451954
Novavax,Japan,2022-12-16,270433
Pfizer/BioNTech,Japan,2022-12-16,282358447
Moderna,Japan,2022-12-17,82525186
Novavax,Japan,2022-12-17,271783
Pfizer/BioNTech,Japan,2022-12-17,283327665
Moderna,Japan,2022-12-18,82564538
Novavax,Japan,2022-12-18,272582
Pfizer/BioNTech,Japan,2022-12-18,283810895
Moderna,Japan,2022-12-19,82595548
Novavax,Japan,2022-12-19,273160
Pfizer/BioNTech,Japan,2022-12-19,284445000
Moderna,Japan,2022-12-20,82629080
Novavax,Japan,2022-12-20,273819
Pfizer/BioNTech,Japan,2022-12-20,285147571
Moderna,Japan,2022-12-21,82661052
Novavax,Japan,2022-12-21,274491
Pfizer/BioNTech,Japan,2022-12-21,285807413
Moderna,Japan,2022-12-22,82699967
Novavax,Japan,2022-12-22,274981
Pfizer/BioNTech,Japan,2022-12-22,286419234
Moderna,Japan,2022-12-23,82753536
Novavax,Japan,2022-12-23,276246
Pfizer/BioNTech,Japan,2022-12-23,287243152
Moderna,Japan,2022-12-24,82802773
Novavax,Japan,2022-12-24,277363
Pfizer/BioNTech,Japan,2022-12-24,287961250
Moderna,Japan,2022-12-25,82828114
Novavax,Japan,2022-12-25,278061
Pfizer/BioNTech,Japan,2022-12-25,288277065
Moderna,Japan,2022-12-26,82848660
Novavax,Japan,2022-12-26,278656
Pfizer/BioNTech,Japan,2022-12-26,288804315
Moderna,Japan,2022-12-27,82869401
Novavax,Japan,2022-12-27,279313
Pfizer/BioNTech,Japan,2022-12-27,289319354
Moderna,Japan,2022-12-28,82883490
Novavax,Japan,2022-12-28,279823
Pfizer/BioNTech,Japan,2022-12-28,289686775
Moderna,Japan,2022-12-29,82888635
Novavax,Japan,2022-12-29,280105
Pfizer/BioNTech,Japan,2022-12-29,289835309
Moderna,Japan,2022-12-30,82890328
Novavax,Japan,2022-12-30,280276
Pfizer/BioNTech,Japan,2022-12-30,289872222
Moderna,Japan,2022-12-31,82890695
Novavax,Japan,2022-12-31,280342
Pfizer/BioNTech,Japan,2022-12-31,289876333
Pfizer/BioNTech,Japan,2023-01-01,289876870
Moderna,Japan,2023-01-02,82891022
Novavax,Japan,2023-01-02,280402
Pfizer/BioNTech,Japan,2023-01-02,289879571
Moderna,Japan,2023-01-03,82891222
Novavax,Japan,2023-01-03,280458
Pfizer/BioNTech,Japan,2023-01-03,289882833
Moderna,Japan,2023-01-04,82894165
Novavax,Japan,2023-01-04,280661
Pfizer/BioNTech,Japan,2023-01-04,289980169
Moderna,Japan,2023-01-05,82900993
Novavax,Japan,2023-01-05,280865
Pfizer/BioNTech,Japan,2023-01-05,290144296
Moderna,Japan,2023-01-06,82917183
Novavax,Japan,2023-01-06,281411
Pfizer/BioNTech,Japan,2023-01-06,290483229
Moderna,Japan,2023-01-07,82941839
Novavax,Japan,2023-01-07,282429
Pfizer/BioNTech,Japan,2023-01-07,290846178
Moderna,Japan,2023-01-08,82950942
Novavax,Japan,2023-01-08,282954
Pfizer/BioNTech,Japan,2023-01-08,290957640
Moderna,Japan,2023-01-09,82953304
Novavax,Japan,2023-01-09,283114
Pfizer/BioNTech,Japan,2023-01-09,290985823
Moderna,Japan,2023-01-10,82960825
Novavax,Japan,2023-01-10,283778
Pfizer/BioNTech,Japan,2023-01-10,291284022
Moderna,Japan,2023-01-11,82970366
Novavax,Japan,2023-01-11,284056
Pfizer/BioNTech,Japan,2023-01-11,291594412
Moderna,Japan,2023-01-12,82982743
Novavax,Japan,2023-01-12,284354
Pfizer/BioNTech,Japan,2023-01-12,291876676
Moderna,Japan,2023-01-13,83005742
Novavax,Japan,2023-01-13,285122
Pfizer/BioNTech,Japan,2023-01-13,292341243
Moderna,Japan,2023-01-14,83035601
Novavax,Japan,2023-01-14,286121
Pfizer/BioNTech,Japan,2023-01-14,292783352
Moderna,Japan,2023-01-15,83045301
Novavax,Japan,2023-01-15,286657
Pfizer/BioNTech,Japan,2023-01-15,292906630
Moderna,Japan,2023-01-16,83053061
Novavax,Japan,2023-01-16,287009
Pfizer/BioNTech,Japan,2023-01-16,293183562
Moderna,Japan,2023-01-17,83061908
Novavax,Japan,2023-01-17,287399
Pfizer/BioNTech,Japan,2023-01-17,293475532
Moderna,Japan,2023-01-18,83071501
Novavax,Japan,2023-01-18,287941
Pfizer/BioNTech,Japan,2023-01-18,293735663
Moderna,Japan,2023-01-19,83081350
Novavax,Japan,2023-01-19,288230
Pfizer/BioNTech,Japan,2023-01-19,293963056
Moderna,Japan,2023-01-20,83101603
